"PointID","x","y","z","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Momentum_z","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Sensitivity_z","Surface_Sensitivity"
3825, 0.000000000000000e+00, -2.992592939557555e-01, 0.000000000000000e+00, 3.379836644975950e-04, 1.348390216346661e-03, 1.659225388312585e-04, -3.812807777597420e-03, 2.169492737061629e-03, -3.507541017011583e-03, 2.165022775120884e-04, -9.346910807133502e-02, -3.507541017011583e-03
3826, 0.000000000000000e+00, -3.284944802692036e-01, 0.000000000000000e+00, 8.765773639739219e-04, 6.865868283550961e-03, 1.588732238269818e-04, -5.426871804424888e-03, 5.664494964394830e-03, -2.053050610239936e-02, -1.658984753484176e-03, -8.118750951767612e-02, -2.053050610239936e-02
3827, 0.000000000000000e+00, -3.566092932562102e-01, 0.000000000000000e+00, 7.032699682096692e-04, 1.154956321282651e-03, 4.319817889992756e-03, -1.185520291652511e-03, 9.775204503516262e-04, -4.154623443869062e-03, 3.770412641489464e-03, -6.518074761517102e-02, -4.154623443869062e-03
3828, 0.000000000000000e+00, -3.835563692714601e-01, 0.000000000000000e+00, 3.124798679354149e-04, 1.604899024965335e-03, 8.769711681800556e-04, -2.670856434622923e-03, 2.320744472761168e-03, 5.002460459770548e-03, 7.298852357571111e-04, -5.873781463353449e-02, 5.002460459770548e-03
3829, 0.000000000000000e+00, -4.093015212281905e-01, 0.000000000000000e+00, 2.877481793340554e-04, 1.515714393750686e-03, 6.811966990427626e-04, -1.024659767847096e-03, 2.326966815683626e-03, -5.610296290663448e-03, 2.397058077179019e-04, -4.722063955511607e-02, -5.610296290663448e-03
3830, 0.000000000000000e+00, -4.338231128838226e-01, 0.000000000000000e+00, 3.338959023659569e-04, 1.029305909652208e-03, 4.422517235739845e-04, -6.725454079777617e-04, 1.374581325053196e-03, 1.078359455155297e-02, 1.508177458414630e-03, -3.243734024613032e-02, 1.078359455155297e-02
3831, 0.000000000000000e+00, -4.571112303811620e-01, 0.000000000000000e+00, 4.994293613928397e-05, 1.137138604453687e-03, -4.322445863597394e-04, -2.004912363151682e-03, 1.307718232699457e-03, 1.530818017179424e-02, -3.735564792219498e-03, -1.308286358325042e-02, 1.530818017179424e-02
3832, 0.000000000000000e+00, -4.791666999999999e-01, 0.000000000000000e+00, 1.888014976693948e-03, 4.316501714050043e-03, 4.299317531919553e-03, -2.823237796078018e-03, 3.896790563206327e-03, 2.314348000923308e-02, -1.228336537005860e-02, 1.568706910947043e-03, 2.314348000923308e-02
3833, 0.000000000000000e+00, -5.000000000000000e-01, 0.000000000000000e+00, 4.225003310185997e-03, -5.727830825420605e-03, 6.217461513790679e-03, -3.401239674402595e-03, 2.606866439956853e-03, -4.343778542085196e-02, -8.402005197435040e-02, 3.771883433349585e-02, -9.211779050042057e-02
3834, 2.083330000000000e-02, -5.000000000000000e-01, 0.000000000000000e+00, 8.050212272822171e-04, -2.378757148555965e-03, 4.294761271993116e-05, -8.598933471150689e-04, 1.087526004338093e-03, -7.573989604679715e-04, 1.290070832972438e-02, 2.353496375164914e-02, 1.290070832972438e-02
3835, 4.166660869565225e-02, -5.000000000000000e-01, 0.000000000000000e+00, 3.343530582411600e-04, -1.217024485018261e-03, 5.617776001504850e-04, -5.172757209908242e-04, 8.269828380634132e-04, -1.413171803046827e-03, 9.990363502267117e-03, -7.565703070493772e-03, 9.990363502267117e-03
3836, 6.249992529644277e-02, -5.000000000000000e-01, 0.000000000000000e+00, 2.360440928971721e-04, -7.843653538758041e-04, 2.061721537155605e-04, -9.124802494645634e-04, 6.085584333090248e-04, -8.656514052345598e-04, 7.980780348070073e-04, -3.614781748085891e-03, 7.980780348070073e-04
3837, 8.333324901185779e-02, -5.000000000000000e-01, 0.000000000000000e+00, 2.255708661376723e-04, -7.352445180670967e-04, 5.211855412690042e-04, -1.439924862097652e-04, 5.491895290999950e-04, -3.252802106180274e-04, -1.680944423312565e-04, -1.091511410477583e-03, -1.680944423312565e-04
3838, 1.041665790513835e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.076809094345161e-04, -3.525365033941523e-04, 1.138032146878308e-04, -5.430391906722707e-04, 3.551894311251390e-04, -2.575017418573184e-04, -8.939826351993526e-04, -1.294032471347528e-03, -8.939826351993526e-04
3839, 1.249999146245061e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.314515031216506e-04, -4.164099229874775e-04, 2.233187727502948e-04, -3.271643439645476e-04, 3.482560351512161e-04, -1.214629797638742e-04, -1.028931517432316e-03, -4.384571924255642e-04, -1.028931517432316e-03
3840, 1.458332549407115e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.062173594196032e-04, -3.357834221461567e-04, 2.038887296715137e-04, -1.992372065875818e-04, 2.722353221805283e-04, -8.368410035431648e-05, -2.095579667249302e-03, -1.484391604310867e-04, -2.095579667249302e-03
3841, 1.666665992094863e-01, -5.000000000000000e-01, 0.000000000000000e+00, 6.399577843686503e-05, -2.015839580977866e-04, 1.076137717719712e-04, -1.659665630745652e-04, 1.680390295521219e-04, -4.593448285309243e-05, -2.022467153116555e-03, -8.590167256697430e-05, -2.022467153116555e-03
3842, 1.874999466403163e-01, -5.000000000000000e-01, 0.000000000000000e+00, 4.496240764436473e-05, -1.417161132946114e-04, 7.523609770059296e-05, -1.252727494651638e-04, 1.218880061580196e-04, -1.354037705079428e-05, -1.288691372381233e-03, -5.685991843855064e-06, -1.288691372381233e-03
3843, 2.083332964426878e-01, -5.000000000000000e-01, 0.000000000000000e+00, 3.451396272558219e-05, -1.043625789550725e-04, 7.692106231113481e-05, -4.177426130430072e-05, 7.492321681494615e-05, 3.550391413834025e-06, -1.817366386181483e-03, 2.937002510614082e-05, -1.817366386181483e-03
3844, 2.291666478260870e-01, -5.000000000000000e-01, 0.000000000000000e+00, 5.644677141539308e-05, -1.660569697654511e-04, 8.890699636523970e-05, -6.958093898741616e-05, 1.114907603226392e-04, 2.306022048160785e-05, -2.746853260840076e-03, 3.052455136120907e-05, -2.746853260840076e-03
3845, 2.500000000000001e-01, -5.000000000000000e-01, 0.000000000000000e+00, 3.652584556158336e-05, -1.076870970164318e-04, 2.712840708794407e-05, -9.113699725468816e-05, 7.603449025845727e-05, 2.268566156366879e-05, -1.872023942739297e-03, 4.369795699774213e-05, -1.872023942739297e-03
3846, 2.708333521739131e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.655250017813339e-05, -4.449340279329524e-05, 1.247545926880058e-05, -2.073406544206813e-05, 2.690860808268327e-05, 1.650386146217212e-05, -1.326590574018875e-03, 3.462985399670852e-05, -1.326590574018875e-03
3847, 2.916667035573123e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.201333654874486e-05, -2.883038174191035e-05, 7.915905731027923e-07, -2.834659047892501e-05, 2.050171591576093e-05, 2.717616761321648e-05, -1.301058089275340e-03, 3.982765227452334e-05, -1.301058089275340e-03
3848, 3.125000533596838e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.292153756755187e-05, -1.606307993274928e-05, -6.297218088239507e-06, -2.473762103147838e-05, 1.478124505909300e-05, 4.584310173363540e-05, -1.143164322154198e-03, 5.836644478879557e-05, -1.143164322154198e-03
3849, 3.333334007905139e-01, -5.000000000000000e-01, 0.000000000000000e+00, 2.514638668356688e-05, -1.061557537172065e-05, -1.391046455026803e-05, -3.649505544989714e-05, 2.093883200750425e-05, 8.213539850477692e-05, -1.897349070408405e-03, 8.331687351096256e-05, -1.897349070408405e-03
3850, 3.541667450592885e-01, -5.000000000000000e-01, 0.000000000000000e+00, 2.512948631358525e-05, 5.210735457340101e-06, -1.702001808714358e-05, -5.066675854585257e-05, 2.759588694786562e-05, 1.002568323442034e-04, -1.953753512778622e-03, 9.357811886772890e-05, -1.953753512778622e-03
3851, 3.750000853754941e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.067106488528128e-05, 1.141294435520850e-05, -1.062839609795316e-05, -6.867320785760352e-05, 3.275143434657466e-05, 1.051115477390650e-04, -7.141819272773102e-04, 8.217984468495673e-05, -7.141819272773102e-04
3852, 3.958334209486166e-01, -5.000000000000000e-01, 0.000000000000000e+00, 5.902320929783221e-05, 6.950993024826949e-05, 4.432401148898785e-06, -9.618127055667478e-05, 5.491403917079867e-05, 2.258425396912257e-04, -1.414603522615569e-03, 1.729589836364501e-04, -1.414603522615569e-03
3853, 4.166667509881423e-01, -5.000000000000000e-01, 0.000000000000000e+00, 2.179942585546519e-04, 1.750108036817535e-04, 8.579294797366732e-05, -1.563059556601414e-04, 8.111685896194161e-05, 4.398066855629826e-04, -1.647087449314506e-03, 4.581196636412565e-04, -1.647087449314506e-03
3854, 4.375000747035573e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.232013384996013e-04, 6.436523336853501e-05, 9.294120710541748e-05, -2.965460314148509e-04, 1.340418558647882e-04, 5.551511932127841e-04, -1.471391558018184e-04, 6.294092446618355e-04, -1.471391558018184e-04
3855, 4.583333913043478e-01, -5.000000000000000e-01, 0.000000000000000e+00, 4.757109864862302e-04, 4.974878245581775e-05, 4.230234114902957e-04, -3.768241160188405e-04, 2.659552122998183e-04, 2.377258702135576e-03, 7.293701200435789e-03, 2.212473177230900e-03, 7.293701200435789e-03
3856, 4.791667000000000e-01, -5.000000000000000e-01, 0.000000000000000e+00, 1.492342651326096e-03, -1.695144413352382e-03, 1.262586727745370e-03, -8.732076065330573e-04, 1.236663592217753e-03, 4.952470470350834e-03, 1.047395275480889e-02, -2.988282506543906e-03, 1.047395275480889e-02
3857, 5.000000000000000e-01, -5.000000000000000e-01, 0.000000000000000e+00, 2.183441889660867e-03, 1.301933066519991e-03, -5.259469199360175e-03, 1.690752470196810e-03, -1.815013349789456e-03, 2.885963945980482e-02, -5.730733229170910e-02, -6.945054026931534e-02, -5.979188387370739e-02
3858, 5.000000000000000e-01, -4.791666999999999e-01, 0.000000000000000e+00, 6.913295354704886e-04, 2.092440424389587e-03, -3.389271582483102e-03, 1.896702160770960e-03, -1.850212165241344e-03, -2.212662097371987e-02, 1.531086991110791e-03, -1.244801333415477e-01, 2.212662097371987e-02
3859, 5.000000000000000e-01, -4.571112303811620e-01, 0.000000000000000e+00, 2.260440670720702e-04, 1.506313240146332e-03, -2.120358083245795e-03, 2.093609443909541e-03, -2.241507700447381e-03, -5.665518482256429e-03, 1.632570374023485e-03, -9.757767303680782e-02, 5.665518482256429e-03
3860, 5.000000000000000e-01, -4.338231128838226e-01, 0.000000000000000e+00, 1.194941312354209e-05, 1.350866334693083e-03, -4.687984855019389e-04, 1.898770727524865e-03, -2.091792517243062e-03, -5.014413058194736e-04, 7.912672250635791e-04, -8.135789027694594e-02, 5.014413058194736e-04
3861, 5.000000000000000e-01, -4.093015212281905e-01, 0.000000000000000e+00, 2.018606034357385e-04, 2.395090816580089e-03, -1.303159865706080e-03, 2.665145289171836e-03, -3.389786687113101e-03, -1.423781226773248e-03, 2.627194103643669e-03, -7.530094981357731e-02, 1.423781226773248e-03
3862, 5.000000000000000e-01, -3.835563692714605e-01, 0.000000000000000e+00, 2.616098247211867e-04, 2.241453403488853e-03, -6.717532693398533e-04, 4.334294849229974e-03, -3.763615563528569e-03, -7.258915447767058e-04, 2.314463159820568e-03, -6.734736297394629e-02, 7.258915447767058e-04
3863, 5.000000000000000e-01, -3.566092932562102e-01, 0.000000000000000e+00, 4.032269353814210e-04, 5.148206714255122e-03, -6.110072157731409e-04, 6.512523843369637e-03, -6.328624912268620e-03, 8.367472992618363e-03, 3.214365964557594e-03, -5.556799228885392e-02, -8.367472992618363e-03
3864, 5.000000000000000e-01, -3.284944802692036e-01, 0.000000000000000e+00, 4.320499973497915e-04, 4.031936779599594e-03, 8.091267602799643e-05, 6.366534027827812e-03, -5.931583774383247e-03, 4.606963715895820e-03, 2.409245412177201e-03, -4.593883350179111e-02, -4.606963715895820e-03
3865, 5.000000000000000e-01, -2.992592939557557e-01, 0.000000000000000e+00, 4.382813768591353e-04, 2.147753766901554e-03, -7.839208336577971e-04, 5.354390530873164e-03, -4.178764977518743e-03, 6.488648275485439e-03, 2.248025745724133e-03, -4.386317666906574e-02, -6.488648275485439e-03
3866, 5.000000000000000e-01, -2.689646500980838e-01, 0.000000000000000e+00, 8.419161921351681e-04, 5.155094349193671e-03, -7.756006881730607e-04, 5.470384678321383e-03, -5.954379283095446e-03, 1.650665683533535e-02, 2.835486204980328e-03, -3.702545842098388e-02, -1.650665683533535e-02
3867, 5.000000000000000e-01, -2.376850992668045e-01, 0.000000000000000e+00, 9.637457522816253e-04, 5.737604239260085e-03, 7.787687433772958e-04, 7.074356369961296e-03, -7.245306011709108e-03, 1.388168425065512e-02, 7.523634844772867e-04, -3.317336815613623e-02, -1.388168425065512e-02
3868, 5.000000000000000e-01, -2.055085816018747e-01, 0.000000000000000e+00, 1.258730634018420e-03, 7.362925911972342e-03, 5.384381427133875e-04, 8.106545275210231e-03, -8.941305946989071e-03, 1.220347823560052e-02, 1.734276899502467e-03, 2.661632965093210e+01, -1.220347823560052e-02
3869, 5.000000000000000e-01, -1.725358298256234e-01, 0.000000000000000e+00, 1.608481217613885e-03, 9.518248629413520e-03, 7.577373520621328e-04, 9.063260317599742e-03, -1.058253938052365e-02, 1.208768283864789e-02, 2.253276208254914e-03, 1.342382518770192e+01, -1.208768283866349e-02
