"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
3810, 0.000000000000000e+00, 2.055085816018747e-01, 0.000000000000000e+00, 1.211819827779440e+00, -2.725857273154798e-02, 5.103262713519958e-02, 2.670367587913963e-02, 3.426883866226067e+00, 1.370083406419756e+00, 1.130599925015521e+00, 4.179557213906400e-02, 5.874339784440578e+00
3811, 0.000000000000000e+00, 1.725358298256234e-01, 0.000000000000000e+00, 1.224711474682295e+00, -2.811102718694677e-02, 3.063484173120856e-02, 3.014536357322928e-02, 3.463451716301808e+00, 1.384949978329139e+00, 1.130837758083725e+00, 3.332694511270179e-02, 6.110317116335540e+00
3812, 0.000000000000000e+00, 1.388794104866804e-01, 0.000000000000000e+00, 1.223620562384251e+00, -2.621295408784093e-02, 1.951434827435590e-02, 3.024177815703811e-02, 3.463642860100725e+00, 1.385133106678116e+00, 1.131995611432971e+00, 2.890498667932667e-02, 6.113223915525655e+00
3813, 0.000000000000000e+00, 1.046624095118371e-01, 0.000000000000000e+00, 1.243244946536798e+00, -2.991088146348877e-02, 5.846412662871408e-03, 3.392854014883463e-02, 3.525253388715972e+00, 1.409766749307072e+00, 1.133941266549395e+00, 2.911483487049088e-02, 6.504234115985266e+00
3814, 0.000000000000000e+00, 7.001678543988543e-02, 0.000000000000000e+00, 1.230747615237134e+00, -2.384392677273591e-02, 2.156231820764563e-02, 2.536305109753840e-02, 3.484597917253814e+00, 1.393566690115766e+00, 1.132292821747423e+00, 2.642541762549927e-02, 6.247090319297868e+00
3815, 0.000000000000000e+00, 3.508143103406569e-02, 0.000000000000000e+00, 1.231309536737105e+00, -2.742141836098290e-02, 3.124250188989855e-02, 3.487784513290036e-02, 3.498320015371962e+00, 1.398849736127716e+00, 1.136066678923468e+00, 3.494395290145214e-02, 6.330948192503434e+00
3816, 0.000000000000000e+00, 2.220446049250313e-16, 0.000000000000000e+00, 1.256296015360420e+00, -3.026710300055706e-02, 1.525067668622921e-02, 4.062587297085946e-02, 3.559781820122883e+00, 1.423467109789785e+00, 1.133066643836648e+00, 3.343711160919028e-02, 6.721700155393414e+00
3817, 0.000000000000000e+00, -3.508143103406525e-02, 0.000000000000000e+00, 1.251103391546645e+00, -3.285776353935391e-02, 5.788394481253843e-03, 3.624582937071042e-02, 3.552003727624805e+00, 1.420413529783307e+00, 1.135328654194884e+00, 3.123257333582250e-02, 6.673230631481069e+00
3818, 0.000000000000000e+00, -7.001678543988499e-02, 0.000000000000000e+00, 1.229007916512599e+00, -2.883759692402509e-02, -7.465374765524268e-03, 2.542237890138522e-02, 3.517690236486119e+00, 1.406826521561574e+00, 1.144684670179789e+00, 2.517094606949187e-02, 6.457563834310696e+00
3819, 0.000000000000000e+00, -1.046624095118367e-01, 0.000000000000000e+00, 1.247224206438368e+00, -2.863021091150424e-02, -1.584739983998038e-02, 3.348756594529310e-02, 3.541915666221561e+00, 1.416414726465564e+00, 1.135653653251603e+00, 2.977235275400094e-02, 6.609757562945457e+00
3820, 0.000000000000000e+00, -1.388794104866802e-01, 0.000000000000000e+00, 1.241913017956855e+00, -3.265235318706810e-02, -2.319295400505994e-02, 3.566143778655211e-02, 3.511753870744285e+00, 1.404238419658661e+00, 1.130705934598268e+00, 3.432032388686778e-02, 6.416482851724789e+00
3821, 0.000000000000000e+00, -1.725358298256232e-01, 0.000000000000000e+00, 1.229752820036828e+00, -2.541120599030883e-02, -3.733686025617172e-02, 3.023934761682264e-02, 3.471503861259064e+00, 1.388121092071262e+00, 1.128780572367130e+00, 3.515867549784284e-02, 6.160652255099398e+00
3822, 0.000000000000000e+00, -2.055085816018745e-01, 0.000000000000000e+00, 1.223957319537635e+00, -3.153995558806164e-02, -5.608048470773512e-02, 3.905195016978248e-02, 3.463877751687180e+00, 1.384625440231458e+00, 1.131269381806971e+00, 4.886306256691925e-02, 6.105165717959649e+00
3823, 0.000000000000000e+00, -2.376850992668043e-01, 0.000000000000000e+00, 1.215147441784406e+00, -2.804716569200671e-02, -6.328433340559342e-02, 3.128265256333732e-02, 3.437868769363670e+00, 1.374197803288062e+00, 1.130889763689989e+00, 4.968103072698019e-02, 5.939647671239075e+00
3824, 0.000000000000000e+00, -2.689646500980833e-01, 0.000000000000000e+00, 1.211547544272631e+00, -3.115998163237447e-02, -7.728536411408753e-02, 3.432328963983394e-02, 3.399195850633502e+00, 1.358337565768458e+00, 1.121159109429712e+00, 5.937382073515710e-02, 5.687897869340605e+00
3825, 0.000000000000000e+00, -2.992592939557555e-01, 0.000000000000000e+00, 1.202919999098069e+00, -3.328247200154751e-02, -9.579745597925662e-02, 3.091099867480641e-02, 3.346649442509541e+00, 1.336790930303764e+00, 1.111288307872568e+00, 7.066039781531147e-02, 5.345887782599434e+00
